invoiceid;branch;city;customer type;product category;product name;unit price;quantity;tax;total;date;time;payment;cogs;gross margin percentage;gross income;rating
INV-000137;A;Jaú;Filiada;Vitaminas e Suplementos;Lavitan A-Z 60 comprimidos - Cimed;33.08;2;11.3;66.16;2026-07-18;16:30:58;Cartão de Crédito;44.12;33.31;22.04;4.3
INV-000138;A;Jaú;Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - Eurofarma;26.23;3;7.5;78.69;2026-07-09;20:06:31;Pix;52.5;33.28;26.19;4.5
INV-000139;C;São Carlos;Filiada;Gastrointestinais;Eno 100g - Haleon;16.61;1;8.0;16.61;2026-08-10;15:33:44;Dinheiro;12.53;24.56;4.08;4.8
INV-000140;A;Bauru;Filiada;Antibióticos;Cefalexina 500mg 8 cápsulas - EMS;20.56;1;8.0;20.56;2026-07-27;11:04:01;Cartão de Crédito;12.88;37.35;7.68;4.5
INV-000141;A;Bauru;Filiada;Antibióticos;Cefalexina 500mg 8 cápsulas - EMS;26.18;1;10.2;26.18;2026-05-17;17:14:06;Cartão de Débito;17.91;31.59;8.27;4.5
INV-000142;B;Araraquara;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - Neo Química;9.18;1;8.0;9.18;2026-06-07;12:03:11;Cartão de Débito;6.77;26.25;2.41;3.6
INV-000143;A;Araraquara;Não Filiada;Gastrointestinais;Pantoprazol 40mg 28 comprimidos - Eurofarma;27.6;1;8.0;27.6;2026-06-13;15:54:56;Pix;16.16;41.45;11.44;4.9
INV-000144;B;São Carlos;Filiada;Diabetes;Metformina 850mg 30 comprimidos - EMS;18.35;1;10.2;18.35;2026-07-30;22:03:29;Cartão de Crédito;11.89;35.2;6.46;4.7
INV-000145;B;Araraquara;Não Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;13.18;1;9.5;13.18;2026-05-18;13:34:17;Pix;8.81;33.16;4.37;4.5
INV-000146;B;Jaú;Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;10.05;1;6.0;10.05;2026-07-14;18:38:59;Cartão de Débito;5.26;47.66;4.79;4.9
INV-000147;A;Araraquara;Não Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;15.87;1;7.5;15.87;2026-07-03;13:54:10;Cartão de Crédito;10.58;33.33;5.29;4.6
INV-000148;A;São Carlos;Não Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;11.74;2;9.5;23.48;2026-07-19;08:41:24;Cartão de Crédito;15.61;33.52;7.87;4.4
INV-000149;A;Jaú;Não Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;28.56;2;6.0;57.12;2026-07-20;15:42:05;Cartão de Crédito;33.07;42.1;24.05;4.5
INV-000150;B;Araraquara;Não Filiada;Diabetes;Metformina 850mg 30 comprimidos - EMS;16.48;1;8.0;16.48;2026-05-15;21:18:54;Pix;10.05;39.02;6.43;4.3
INV-000151;A;São Carlos;Filiada;Antibióticos;Cefalexina 500mg 8 cápsulas - EMS;33.48;1;8.0;33.48;2026-06-17;14:55:33;Pix;25.43;24.04;8.05;4.5
INV-000152;C;Araraquara;Não Filiada;Gastrointestinais;Estomazil 2 sachês - Hypera;6.14;1;7.5;6.14;2026-08-04;10:57:32;Pix;4.23;31.11;1.91;4.3
INV-000153;A;São Carlos;Não Filiada;Antibióticos;Cefalexina 500mg 8 cápsulas - EMS;20.53;2;8.0;41.06;2026-07-31;13:46:18;Cartão de Crédito;25.48;37.94;15.58;5.0
INV-000154;A;Araraquara;Não Filiada;Dermatológicos;Bepantol Derma 20g - Bayer;18.8;1;9.5;18.8;2026-05-24;13:14:30;Pix;10.71;43.03;8.09;3.9
INV-000155;A;São Carlos;Não Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;19.76;4;5.2;79.04;2026-06-06;12:34:42;Cartão de Crédito;41.83;47.08;37.21;3.9
INV-000156;A;São Carlos;Filiada;Gripe e Tosse;Benegrip Multi 20 comprimidos - Hyper Pharma;28.93;1;7.5;28.93;2026-06-12;13:11:15;Cartão de Crédito;17.26;40.34;11.67;4.3
INV-000157;A;São Carlos;Não Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;12.57;2;7.5;25.14;2026-05-07;18:04:30;Pix;15.44;38.58;9.7;4.8
INV-000158;A;Araraquara;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;8.64;3;10.2;25.92;2026-06-21;18:38:18;Pix;13.7;47.15;12.22;4.8
INV-000159;A;Jaú;Filiada;Vitaminas e Suplementos;Lavitan A-Z 60 comprimidos - Cimed;25.32;2;6.0;50.64;2026-05-14;15:46:37;Pix;28.67;43.38;21.97;3.8
INV-000160;B;Jaú;Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;9.02;1;9.5;9.02;2026-07-26;09:29:40;Pix;5.09;43.57;3.93;4.8
INV-000161;B;Araraquara;Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - Medley;11.16;1;4.5;11.16;2026-07-26;09:04:33;Cartão de Débito;6.15;44.89;5.01;4.2
INV-000162;A;Bauru;Não Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - EMS;31.42;4;5.2;125.68;2026-05-24;11:45:59;Pix;66.51;47.08;59.17;4.0
INV-000163;A;Bauru;Filiada;Antibióticos;Azitromicina 500mg 5 comprimidos - Medley;22.62;2;8.0;45.24;2026-06-20;18:41:24;Cartão de Crédito;23.79;47.41;21.45;3.7
INV-000164;A;Bauru;Não Filiada;Antialérgicos;Allegra Pediátrico 60ml - Sanofi;37.77;1;7.5;37.77;2026-05-01;15:10:05;Cartão de Débito;27.59;26.95;10.18;4.2
INV-000165;B;Bauru;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - Medley;13.51;1;7.5;13.51;2026-07-26;11:26:03;Pix;8.69;35.68;4.82;4.4
INV-000166;A;Araraquara;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;31.17;1;10.2;31.17;2026-07-06;09:01:06;Cartão de Crédito;19.25;38.24;11.92;4.9
INV-000167;B;São Carlos;Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - Neo Química;8.81;1;9.5;8.81;2026-05-30;21:27:02;Cartão de Crédito;4.78;45.74;4.03;4.6
INV-000168;B;São Carlos;Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;12.79;1;12.5;12.79;2026-06-11;15:18:36;Cartão de Crédito;7.1;44.49;5.69;4.0
INV-000169;A;Bauru;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;11.51;1;10.2;11.51;2026-05-15;12:44:12;Cartão de Débito;7.27;36.84;4.24;4.1
INV-000170;B;São Carlos;Não Filiada;Cardiovasculares;Sinvastatina 20mg 30 comprimidos - EMS;15.65;1;11.3;15.65;2026-07-20;18:08:25;Cartão de Débito;8.21;47.54;7.44;4.6
INV-000171;A;Bauru;Não Filiada;Analgésicos;Neosaldina 30 comprimidos - Takeda;26.45;2;6.0;52.9;2026-07-19;10:00:38;Cartão de Crédito;34.35;35.07;18.55;3.8
INV-000172;B;São Carlos;Filiada;Diabetes;Metformina 850mg 30 comprimidos - Prati-Donaduzzi;8.15;2;6.0;16.3;2026-06-19;17:13:39;Cartão de Crédito;9.66;40.74;6.64;4.1
INV-000173;B;Araraquara;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - Neo Química;10.58;4;8.0;42.32;2026-05-27;19:00:19;Pix;31.11;26.49;11.21;4.5
INV-000174;A;Bauru;Filiada;Gastrointestinais;Pantoprazol 40mg 28 comprimidos - Eurofarma;34.37;1;10.2;34.37;2026-06-20;14:58:55;Pix;21.0;38.9;13.37;4.7
INV-000175;A;Jaú;Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;7.19;1;11.3;7.19;2026-08-09;19:56:50;Cartão de Débito;5.26;26.84;1.93;4.3
INV-000176;A;Bauru;Não Filiada;Analgésicos;Neosaldina 30 comprimidos - Takeda;28.26;2;11.3;56.52;2026-06-26;14:03:18;Cartão de Crédito;39.35;30.38;17.17;4.7
INV-000177;C;Bauru;Filiada;Gastrointestinais;Estomazil 2 sachês - Hypera;5.95;3;12.5;17.85;2026-08-13;08:40:24;Cartão de Débito;12.06;32.44;5.79;4.3
INV-000178;A;Jaú;Filiada;Gripe e Tosse;Vick VapoRub 30g - Kenvue;28.34;1;7.5;28.34;2026-06-25;12:34:34;Cartão de Crédito;16.77;40.83;11.57;4.0
INV-000179;A;Araraquara;Filiada;Dermatológicos;Protetor Solar FPS 50 40g - Mantecorp;73.32;2;12.5;146.64;2026-06-20;13:37:41;Pix;99.15;32.39;47.49;5.0
INV-000180;A;Araraquara;Não Filiada;Analgésicos;Tylenol 750mg 20 comprimidos - Kenvue;29.68;1;8.0;29.68;2026-05-20;13:08:31;Cartão de Crédito;19.53;34.2;10.15;3.9
INV-000181;A;Araraquara;Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;13.67;1;7.5;13.67;2026-07-27;21:43:04;Cartão de Crédito;9.76;28.6;3.91;5.0
INV-000182;B;Jaú;Não Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;12.15;1;10.2;12.15;2026-07-04;18:37:34;Pix;7.04;42.06;5.11;5.0
INV-000183;C;Jaú;Não Filiada;Cardiovasculares;Atenolol 25mg 30 comprimidos - Prati-Donaduzzi;9.49;1;8.0;9.49;2026-08-03;11:41:19;Pix;7.12;24.97;2.37;3.9
INV-000184;A;Jaú;Não Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;13.65;1;5.2;13.65;2026-05-26;13:23:21;Cartão de Crédito;10.26;24.84;3.39;3.8
INV-000185;B;São Carlos;Não Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;11.7;1;8.0;11.7;2026-06-09;14:11:00;Cartão de Débito;6.89;41.11;4.81;4.0
INV-000186;A;Bauru;Não Filiada;Vitaminas e Suplementos;Lavitan A-Z 60 comprimidos - Cimed;16.4;1;5.2;16.4;2026-05-20;11:29:24;Pix;8.55;47.87;7.85;4.1
INV-000187;A;Araraquara;Não Filiada;Gripe e Tosse;Fluimucil 600mg 16 sachês - Zambon;29.43;2;6.0;58.86;2026-07-04;16:58:24;Cartão de Crédito;33.13;43.71;25.73;4.6
INV-000188;A;Bauru;Filiada;Gripe e Tosse;Vick VapoRub 30g - Kenvue;23.09;6;10.2;138.54;2026-07-22;18:38:18;Cartão de Crédito;90.36;34.78;48.18;4.0
INV-000189;B;São Carlos;Filiada;Gripe e Tosse;Cimegripe 4 cápsulas - Cimed;11.54;1;4.5;11.54;2026-05-19;08:42:19;Cartão de Crédito;7.22;37.44;4.32;3.5
INV-000190;A;São Carlos;Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;8.31;2;5.2;16.62;2026-07-01;22:30:09;Cartão de Débito;12.21;26.53;4.41;4.5
INV-000191;A;São Carlos;Não Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;12.21;1;8.0;12.21;2026-07-24;13:40:15;Cartão de Crédito;8.62;29.4;3.59;3.7
INV-000192;A;São Carlos;Filiada;Vitaminas e Suplementos;Lavitan A-Z 60 comprimidos - Cimed;17.25;4;12.5;69.0;2026-08-07;15:22:38;Cartão de Crédito;38.57;44.1;30.43;4.3
INV-000193;A;Bauru;Não Filiada;Gripe e Tosse;Naldecon Noite 4 comprimidos - Reckitt;18.22;2;9.5;36.44;2026-07-14;19:42:19;Pix;27.55;24.4;8.89;4.8
INV-000194;A;Jaú;Não Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - EMS;10.46;1;7.5;10.46;2026-05-03;12:59:46;Pix;6.72;35.76;3.74;4.0
INV-000195;A;Araraquara;Não Filiada;Vitaminas e Suplementos;Neutrofer 30 comprimidos - Marjan;41.09;1;5.2;41.09;2026-07-21;18:14:10;Dinheiro;24.46;40.47;16.63;4.8
INV-000196;A;Jaú;Não Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;11.04;1;7.5;11.04;2026-06-04;14:52:53;Pix;6.84;38.04;4.2;5.0
INV-000197;A;Jaú;Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;18.65;1;11.3;18.65;2026-05-09;20:38:09;Pix;9.95;46.65;8.7;4.2
INV-000198;C;Jaú;Não Filiada;Gastrointestinais;Simeticona 40mg 20 comprimidos - Cimed;11.7;1;11.3;11.7;2026-05-19;13:56:09;Dinheiro;6.65;43.16;5.05;4.0
INV-000199;B;Araraquara;Não Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;14.22;2;8.0;28.44;2026-07-17;16:23:39;Pix;20.69;27.25;7.75;4.2
INV-000200;A;Jaú;Não Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - EMS;35.07;1;5.2;35.07;2026-07-05;13:31:39;Cartão de Débito;24.13;31.19;10.94;4.4
INV-000201;A;Bauru;Não Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;16.27;4;4.5;65.08;2026-07-29;15:09:27;Cartão de Crédito;42.62;34.51;22.46;4.2
INV-000202;A;Araraquara;Não Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;14.51;2;8.0;29.02;2026-06-21;13:58:31;Pix;19.98;31.15;9.04;4.7
INV-000203;A;Jaú;Não Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;21.37;1;5.2;21.37;2026-07-28;13:31:20;Cartão de Crédito;14.24;33.36;7.13;4.0
INV-000204;A;São Carlos;Não Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;12.69;1;7.5;12.69;2026-08-06;14:52:07;Pix;8.44;33.49;4.25;4.6
INV-000205;A;Araraquara;Não Filiada;Antibióticos;Amoxicilina 500mg 21 cápsulas - EMS;36.94;1;5.2;36.94;2026-08-11;16:52:22;Cartão de Débito;23.1;37.47;13.84;4.0
INV-000206;A;Bauru;Não Filiada;Analgésicos;Neosaldina 30 comprimidos - Takeda;34.74;2;5.2;69.48;2026-08-08;12:13:57;Cartão de Crédito;43.57;37.29;25.91;5.0
INV-000207;A;Bauru;Filiada;Dermatológicos;Hidratante CeraVe 200ml - L'Oréal;43.57;1;4.5;43.57;2026-05-30;20:46:43;Cartão de Débito;32.54;25.32;11.03;3.3
INV-000208;C;Araraquara;Filiada;Gastrointestinais;Simeticona 40mg 20 comprimidos - Cimed;11.24;1;7.5;11.24;2026-07-11;08:14:00;Cartão de Crédito;8.02;28.65;3.22;4.0
INV-000209;B;Araraquara;Filiada;Cardiovasculares;Sinvastatina 20mg 30 comprimidos - EMS;10.42;3;8.0;31.26;2026-05-12;11:34:24;Pix;20.93;33.05;10.33;4.2
INV-000210;A;Jaú;Não Filiada;Vitaminas e Suplementos;Centrum Adultos 30 comprimidos - Haleon;45.01;1;12.5;45.01;2026-06-22;10:43:02;Dinheiro;24.84;44.81;20.17;4.2
INV-000211;A;São Carlos;Não Filiada;Gripe e Tosse;Vick VapoRub 30g - Kenvue;26.04;1;6.0;26.04;2026-05-30;13:20:12;Pix;19.28;25.96;6.76;3.9
INV-000212;A;Jaú;Filiada;Dermatológicos;Bepantol Derma 20g - Bayer;33.29;2;6.0;66.58;2026-07-28;13:11:35;Cartão de Débito;43.34;34.91;23.24;3.9
INV-000213;A;São Carlos;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;15.59;2;8.0;31.18;2026-07-08;15:17:34;Pix;18.38;41.05;12.8;4.9
INV-000214;A;Bauru;Não Filiada;Analgésicos;Paracetamol 750mg 20 comprimidos - EMS;15.8;1;8.0;15.8;2026-05-16;10:21:39;Cartão de Crédito;9.21;41.71;6.59;4.6
INV-000215;B;Jaú;Não Filiada;Antibióticos;Ciprofloxacino 500mg 14 comprimidos - Medley;28.79;1;9.5;28.79;2026-05-04;16:27:44;Dinheiro;19.69;31.61;9.1;3.5
INV-000216;A;São Carlos;Filiada;Gripe e Tosse;Vick VapoRub 30g - Kenvue;17.03;1;8.0;17.03;2026-05-06;10:29:01;Pix;9.13;46.39;7.9;4.8
INV-000217;C;Araraquara;Não Filiada;Cardiovasculares;Atenolol 25mg 30 comprimidos - Prati-Donaduzzi;13.71;3;9.5;41.13;2026-08-13;15:32:16;Dinheiro;27.88;32.21;13.25;4.5
INV-000218;A;São Carlos;Filiada;Analgésicos;Dorflex 30 comprimidos - Sanofi;19.89;1;6.0;19.89;2026-08-13;10:23:27;Cartão de Débito;10.62;46.61;9.27;4.4
INV-000219;A;Jaú;Não Filiada;Antialérgicos;Allegra Pediátrico 60ml - Sanofi;31.97;1;6.0;31.97;2026-08-03;13:23:10;Cartão de Crédito;23.4;26.81;8.57;3.6
INV-000220;B;São Carlos;Não Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;14.58;3;5.2;43.74;2026-05-01;18:54:38;Pix;25.6;41.47;18.14;5.0
INV-000221;A;Jaú;Filiada;Antibióticos;Cefalexina 500mg 8 cápsulas - EMS;15.72;1;7.5;15.72;2026-07-28;19:01:11;Cartão de Débito;10.08;35.88;5.64;4.8
INV-000222;C;Araraquara;Não Filiada;Cardiovasculares;Enalapril 10mg 30 comprimidos - Medley;15.44;1;6.0;15.44;2026-07-29;17:10:48;Cartão de Débito;10.46;32.25;4.98;4.3
INV-000223;A;Jaú;Filiada;Dermatológicos;Bepantol Derma 20g - Bayer;28.71;1;9.5;28.71;2026-08-04;17:47:29;Pix;17.35;39.57;11.36;4.9
INV-000224;B;Bauru;Não Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;10.98;2;6.0;21.96;2026-06-24;17:04:27;Cartão de Crédito;11.47;47.77;10.49;3.7
INV-000225;C;Jaú;Filiada;Gastrointestinais;Estomazil 2 sachês - Hypera;6.17;2;6.0;12.34;2026-05-12;09:29:09;Cartão de Crédito;6.89;44.17;5.45;3.8
INV-000226;A;Bauru;Filiada;Gripe e Tosse;Benegrip Multi 20 comprimidos - Hyper Pharma;15.5;3;7.5;46.5;2026-07-27;19:59:37;Pix;26.58;42.84;19.92;4.8
INV-000227;A;Jaú;Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;20.23;4;10.2;80.92;2026-06-06;10:34:29;Pix;43.27;46.53;37.65;4.4
INV-000228;A;Jaú;Filiada;Dermatológicos;Hidratante CeraVe 200ml - L'Oréal;36.05;1;10.2;36.05;2026-06-20;11:46:15;Cartão de Débito;27.36;24.11;8.69;4.9
INV-000229;A;Bauru;Não Filiada;Gastrointestinais;Pantoprazol 40mg 28 comprimidos - Eurofarma;27.61;2;8.0;55.22;2026-08-10;11:14:32;Pix;41.79;24.32;13.43;4.5
INV-000230;A;São Carlos;Filiada;Analgésicos;Neosaldina 30 comprimidos - Takeda;25.14;1;8.0;25.14;2026-07-18;14:17:04;Cartão de Crédito;13.74;45.35;11.4;4.4
INV-000231;A;Jaú;Não Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;30.58;1;5.2;30.58;2026-05-20;13:57:43;Cartão de Débito;18.82;38.46;11.76;3.9
INV-000232;A;São Carlos;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;8.45;6;6.0;50.7;2026-07-19;15:32:10;Cartão de Crédito;29.12;42.56;21.58;4.1
INV-000233;A;Bauru;Filiada;Antialérgicos;Loratadina 10mg 12 comprimidos - EMS;10.99;2;5.2;21.98;2026-07-02;13:59:11;Pix;13.65;37.9;8.33;4.6
INV-000234;C;Jaú;Filiada;Diabetes;Gliclazida 30mg 30 comprimidos - Servier;31.17;1;9.5;31.17;2026-06-29;15:41:56;Pix;22.24;28.65;8.93;4.5
INV-000235;A;Jaú;Filiada;Vitaminas e Suplementos;Lavitan A-Z 60 comprimidos - Cimed;18.82;2;7.5;37.64;2026-07-07;15:38:42;Cartão de Débito;21.55;42.75;16.09;4.9
INV-000236;A;Jaú;Não Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;14.79;1;5.2;14.79;2026-06-15;14:14:52;Cartão de Débito;9.21;37.73;5.58;4.2
INV-000237;B;São Carlos;Não Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;15.26;2;8.0;30.52;2026-05-03;12:41:55;Dinheiro;21.28;30.28;9.24;5.0
INV-000238;A;Bauru;Não Filiada;Antibióticos;Cefalexina 500mg 8 cápsulas - EMS;31.91;1;9.5;31.91;2026-06-14;12:34:59;Pix;19.91;37.61;12.0;4.5
INV-000239;B;Bauru;Não Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;14.68;1;8.0;14.68;2026-07-06;15:37:24;Cartão de Crédito;11.1;24.39;3.58;5.0
INV-000240;B;Jaú;Não Filiada;Diabetes;Metformina 850mg 30 comprimidos - EMS;15.47;1;8.0;15.47;2026-07-28;18:08:47;Pix;11.13;28.05;4.34;4.3
INV-000241;A;Bauru;Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;11.39;2;9.5;22.78;2026-06-10;16:32:00;Pix;14.16;37.84;8.62;3.7
INV-000242;A;São Carlos;Filiada;Cardiovasculares;Losartana 50mg 30 comprimidos - EMS;10.28;1;5.2;10.28;2026-07-24;14:18:15;Pix;6.05;41.15;4.23;3.9
INV-000243;A;Jaú;Não Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;8.81;1;10.2;8.81;2026-07-19;18:46:00;Dinheiro;6.02;31.67;2.79;4.3
INV-000244;A;Bauru;Não Filiada;Analgésicos;Ibuprofeno 600mg 20 comprimidos - Medley;17.13;1;11.3;17.13;2026-05-23;12:51:53;Cartão de Crédito;9.19;46.35;7.94;4.1
INV-000245;A;Araraquara;Filiada;Antibióticos;Cefalexina 500mg 8 cápsulas - EMS;25.85;1;6.0;25.85;2026-05-21;13:42:47;Cartão de Crédito;14.41;44.26;11.44;4.6
INV-000246;A;São Carlos;Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;23.0;1;11.3;23.0;2026-08-05;22:10:55;Cartão de Crédito;15.04;34.61;7.96;4.1
INV-000247;B;Araraquara;Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;15.09;1;11.3;15.09;2026-06-07;21:42:20;Cartão de Crédito;10.24;32.14;4.85;4.4
INV-000248;A;Bauru;Não Filiada;Antialérgicos;Desloratadina 5mg 10 comprimidos - Eurofarma;18.02;1;8.0;18.02;2026-07-30;14:25:20;Pix;10.38;42.4;7.64;3.9
INV-000249;A;São Carlos;Filiada;Antialérgicos;Desloratadina 5mg 10 comprimidos - Eurofarma;22.65;1;9.5;22.65;2026-06-05;12:04:28;Pix;14.37;36.56;8.28;4.5
INV-000250;C;Bauru;Filiada;Gastrointestinais;Eno 100g - Haleon;17.46;1;11.3;17.46;2026-06-29;13:00:15;Cartão de Débito;11.08;36.54;6.38;4.1
INV-000251;A;Bauru;Não Filiada;Gripe e Tosse;Fluimucil 600mg 16 sachês - Zambon;29.88;3;6.0;89.64;2026-06-03;17:47:39;Cartão de Débito;48.74;45.63;40.9;3.9
INV-000252;A;São Carlos;Não Filiada;Gripe e Tosse;Vick Pyrena 5 sachês - Kenvue;18.06;2;7.5;36.12;2026-05-04;19:56:29;Cartão de Crédito;26.95;25.39;9.17;3.9
INV-000253;A;São Carlos;Filiada;Analgésicos;Dipirona 500mg 10 comprimidos - Neo Química;13.81;3;9.5;41.43;2026-05-07;21:12:53;Cartão de Crédito;22.09;46.68;19.34;4.4
INV-000254;A;Jaú;Não Filiada;Dermatológicos;Hidratante CeraVe 200ml - L'Oréal;35.98;1;6.0;35.98;2026-08-05;14:26:30;Pix;24.1;33.02;11.88;4.4
INV-000255;A;Jaú;Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;17.4;1;5.2;17.4;2026-05-11;17:21:44;Pix;11.15;35.92;6.25;4.7
INV-000256;B;Araraquara;Não Filiada;Dermatológicos;Nebacetin 15g - Johnson & Johnson;25.68;1;4.5;25.68;2026-05-28;14:32:22;Cartão de Crédito;19.2;25.23;6.48;4.1
INV-000257;A;Araraquara;Não Filiada;Vitaminas e Suplementos;Centrum Adultos 30 comprimidos - Haleon;41.77;1;6.0;41.77;2026-07-02;08:30:07;Cartão de Crédito;31.41;24.8;10.36;3.3
INV-000258;A;Jaú;Filiada;Gastrointestinais;Omeprazol 20mg 28 cápsulas - EMS;10.3;2;6.0;20.6;2026-06-26;13:15:31;Dinheiro;15.35;25.49;5.25;4.9
INV-000259;B;São Carlos;Não Filiada;Antialérgicos;Cetirizina 10mg 12 comprimidos - Cimed;14.52;1;8.0;14.52;2026-07-04;11:03:14;Pix;8.33;42.63;6.19;4.7
INV-000260;A;Jaú;Não Filiada;Analgésicos;Dorflex 10 comprimidos - Sanofi;9.89;2;5.2;19.78;2026-07-20;18:56:57;Cartão de Crédito;10.35;47.67;9.43;4.3
INV-000261;A;Jaú;Não Filiada;Vitaminas e Suplementos;Redoxon 10 comprimidos efervescentes - Bayer;32.13;2;9.5;64.26;2026-05-05;20:23:41;Pix;38.12;40.68;26.14;3.9
INV-000262;B;Bauru;Filiada;Cardiovasculares;Sinvastatina 20mg 30 comprimidos - EMS;15.57;1;4.5;15.57;2026-05-09;15:48:46;Pix;8.9;42.84;6.67;4.5
INV-000263;A;São Carlos;Filiada;Gripe e Tosse;Benegrip Multi 20 comprimidos - Hyper Pharma;23.33;2;12.5;46.66;2026-06-30;09:05:24;Pix;26.73;42.71;19.93;4.9
INV-000264;A;Jaú;Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;11.32;1;5.2;11.32;2026-06-24;12:04:17;Cartão de Débito;6.11;46.02;5.21;4.5
INV-000265;B;São Carlos;Não Filiada;Analgésicos;Paracetamol 500mg 20 comprimidos - Neo Química;6.78;1;8.0;6.78;2026-06-13;21:12:49;Pix;4.48;33.92;2.3;4.2
INV-000266;A;Araraquara;Não Filiada;Gripe e Tosse;Naldecon Dia 4 comprimidos - Reckitt;15.95;1;7.5;15.95;2026-05-15;12:02:21;Dinheiro;10.32;35.3;5.63;3.7
INV-000267;A;Araraquara;Filiada;Analgésicos;Buscopan 10mg 20 comprimidos - Boehringer Ingelheim;24.84;1;7.5;24.84;2026-07-30;12:38:13;Cartão de Débito;14.85;40.22;9.99;4.0
INV-000268;B;Bauru;Filiada;Diabetes;Metformina 850mg 30 comprimidos - EMS;15.66;2;8.0;31.32;2026-07-02;21:16:33;Cartão de Crédito;18.46;41.06;12.86;3.1
INV-000269;B;Jaú;Não Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;12.98;1;11.3;12.98;2026-07-28;13:58:34;Cartão de Crédito;9.14;29.58;3.84;4.8
INV-000270;A;Bauru;Não Filiada;Gripe e Tosse;Cimegripe Dia e Noite 8 cápsulas - Cimed;12.05;1;10.2;12.05;2026-07-16;20:00:29;Pix;8.4;30.29;3.65;4.3
INV-000271;B;Araraquara;Não Filiada;Gripe e Tosse;Benegrip 6 comprimidos - Hyper Pharma;14.02;2;7.5;28.04;2026-05-28;15:51:58;Cartão de Débito;20.75;26.0;7.29;3.8
INV-000272;A;São Carlos;Não Filiada;Antialérgicos;Allegra Pediátrico 60ml - Sanofi;36.81;1;7.5;36.81;2026-05-03;18:57:59;Cartão de Crédito;26.4;28.28;10.41;4.7
INV-000273;A;São Carlos;Não Filiada;Analgésicos;Dipirona 500mg 20 comprimidos - Medley;19.25;1;7.5;19.25;2026-08-04;11:58:23;Pix;13.0;32.47;6.25;4.8
